age,income,loan_amount,credit_score,employment_years,debt_to_income_ratio,overdue_times,loan_term,has_house,has_car,default
50,72143.59,56613.39,784,29,0.321,0,60,1,0,0
34,88591.7,96537.52,720,2,0.848,1,24,1,0,1
36,233703.74,102706.97,681,11,0.3,0,36,0,1,0
21,96753.38,83768.16,674,0,0.574,2,24,0,1,1
49,101173.42,121398.24,575,17,0.49,2,48,1,1,0
27,137195.87,67563.2,512,1,0.388,0,48,1,1,1
47,98047.45,63337.12,586,16,0.459,1,24,1,0,0
50,130622.77,83565.79,656,24,0.58,4,24,0,1,0
54,123781.93,166317.34,481,32,0.858,2,12,0,0,1
49,115285.26,106528.66,614,28,0.829,1,24,0,1,0
33,378855.35,263783.1,639,11,0.321,1,36,1,1,0
50,164391.59,68640.73,642,18,0.197,0,48,0,1,0
54,67052.09,43844.82,604,28,0.601,2,36,0,0,0
33,128875.23,109853.76,631,9,0.349,0,12,0,1,1
25,76398.51,108175.23,807,0,0.697,4,48,0,1,0
56,133360.71,53669.66,716,32,0.175,3,48,0,1,0
26,58757.01,48110.13,612,0,0.635,1,36,1,0,1
44,66270.44,37429.04,654,12,0.462,4,24,1,0,0
30,127358.14,64906.45,658,8,0.454,2,48,0,1,1
26,170920.04,130937.82,595,0,0.336,0,12,1,0,1
52,136788.33,132154.33,595,27,0.525,2,48,1,0,0
26,160227.96,93406.63,746,5,0.315,0,48,0,0,0
47,129083.96,65908.05,624,15,0.477,3,60,1,0,0
48,117903.67,114789.54,567,27,0.681,1,12,0,0,1
23,86971.7,62133.44,656,0,0.395,1,12,0,1,0
27,157290.68,61068.82,670,6,0.205,2,60,1,1,0
52,173025.74,56948.84,492,26,0.178,2,36,1,1,0
41,106042.79,75922.94,657,13,0.557,2,36,1,0,0
25,103505.84,68152.07,734,1,0.447,0,36,1,0,0
60,223269.0,157083.42,698,39,0.509,2,12,1,1,0
31,108099.8,101256.98,850,9,0.592,1,48,0,0,0
21,112877.52,72864.66,766,0,0.236,1,60,1,1,0
57,135659.27,24861.89,783,27,0.14,1,48,1,1,0
21,104400.23,117492.01,850,0,0.883,3,36,0,0,0
43,75421.44,14601.44,724,16,0.089,1,60,1,0,0
60,129325.08,68297.38,674,33,0.391,3,48,0,1,0
44,107211.66,41731.63,743,14,0.341,1,12,1,0,0
44,249949.05,239399.53,612,16,0.682,3,48,1,1,1
36,155562.34,144362.79,669,10,0.697,3,12,0,1,1
26,83452.51,63974.08,605,2,0.591,1,24,1,0,1
43,151460.04,121814.69,694,17,0.438,4,36,1,1,0
56,125309.21,66367.52,605,35,0.234,0,24,1,1,0
24,196662.01,118380.21,602,1,0.381,3,12,1,1,1
56,86162.95,92961.04,695,27,0.528,1,36,1,1,0
37,118765.27,100828.97,648,6,0.647,2,24,1,0,1
42,104339.77,89447.39,496,20,0.668,1,36,0,1,1
27,112006.9,90836.18,536,5,0.288,1,24,0,0,1
45,73251.97,59962.49,562,23,0.755,3,48,1,0,1
28,141373.45,46338.78,585,0,0.297,0,60,1,0,0
31,131673.93,152735.45,695,7,0.498,0,12,0,1,0
49,194531.74,152136.85,679,25,0.498,2,48,0,1,0
23,108606.7,62718.51,751,2,0.275,0,24,0,1,0
38,90641.93,77266.68,724,6,0.791,1,24,1,0,0
44,155621.56,86097.24,751,18,0.382,1,36,0,1,0
26,76313.72,36210.83,712,0,0.365,3,24,0,1,1
32,177769.5,128037.74,678,3,0.675,1,12,0,0,1
34,177598.19,10000.0,753,12,0.05,2,48,0,1,0
47,192100.8,79965.22,738,17,0.363,5,48,1,0,0
60,129246.97,68606.88,692,33,0.262,2,60,1,1,0
54,87647.35,59934.07,768,26,0.333,2,60,1,1,0
28,114592.14,114870.63,461,5,0.616,3,36,1,0,1
21,129447.54,35574.74,635,0,0.242,2,24,0,1,1
23,84790.29,109150.06,634,0,0.481,1,12,0,0,1
44,198769.74,158011.56,758,19,0.489,0,36,0,1,0
27,141639.15,56635.63,794,5,0.338,1,60,1,1,0
30,73020.8,16808.46,537,0,0.105,1,24,0,0,1
54,254560.33,85351.52,780,23,0.241,0,24,1,1,0
55,113985.35,30157.77,560,28,0.104,2,36,0,0,1
54,66679.55,89307.6,563,27,0.477,1,60,0,0,1
31,75085.72,43068.9,640,8,0.311,5,36,0,1,1
45,213096.97,131001.71,633,24,0.512,1,48,1,0,0
45,248014.68,76721.58,528,13,0.116,0,36,1,1,1
28,171831.27,106881.34,715,2,0.354,1,36,0,0,0
43,197538.52,175361.56,718,19,0.699,0,36,1,0,0
42,188617.6,149824.88,750,13,0.454,0,48,0,1,0
36,140170.14,154342.22,623,15,0.702,2,48,0,0,1
51,126509.01,101296.3,657,30,0.521,2,36,0,1,0
48,139098.62,72098.11,657,25,0.464,2,24,0,1,0
42,151934.83,141381.41,803,16,0.815,1,24,1,1,0
50,78141.84,86324.18,419,25,0.429,0,12,0,1,1
51,151657.72,71167.29,579,28,0.359,1,12,1,0,0
43,210318.34,134441.66,660,18,0.432,2,24,1,1,1
31,99422.37,50779.05,568,6,0.287,0,48,0,1,1
51,94753.92,110851.69,638,24,0.755,0,48,1,0,1
49,135191.27,56875.67,649,22,0.369,2,48,1,0,0
60,81442.63,106191.01,604,29,0.95,3,48,0,0,1
26,60320.76,31350.84,665,0,0.359,0,60,0,0,0
37,182859.53,107506.13,713,13,0.268,1,60,1,1,0
57,89060.57,60483.21,640,26,0.49,2,24,0,0,1
41,110007.28,97349.41,621,14,0.574,2,24,0,0,1
58,82904.43,44885.0,646,35,0.335,0,24,0,1,0
21,193791.8,117046.72,659,0,0.553,1,60,1,1,0
22,160160.11,140525.34,512,0,0.83,3,12,0,0,1
52,97896.61,30692.92,699,22,0.289,3,36,1,1,0
35,64154.29,95955.94,622,10,0.95,4,36,0,0,1
41,93328.57,77440.76,767,19,0.589,2,36,0,0,0
38,141007.55,141643.19,710,15,0.544,0,36,1,0,0
37,118763.1,129650.63,759,15,0.95,1,48,0,0,0
58,114587.51,163298.84,574,29,0.888,3,36,0,0,1
24,120002.09,90077.59,628,0,0.354,3,60,0,0,1
51,153500.38,141376.37,554,25,0.384,2,12,1,0,1
56,107062.0,25610.68,600,27,0.204,2,60,0,1,0
47,133586.71,101555.39,766,17,0.416,1,36,0,1,0
36,69974.51,100458.4,786,6,0.95,3,24,0,0,1
27,344287.67,116037.9,562,5,0.245,2,60,1,1,1
48,96015.35,98095.01,621,20,0.531,3,60,0,1,0
39,119565.17,94739.53,654,8,0.682,3,60,1,0,1
26,140773.78,103700.68,710,0,0.631,2,60,1,1,0
35,90684.73,58958.47,510,11,0.295,2,36,0,1,1
59,109482.63,75237.16,524,34,0.291,3,24,0,1,0
31,108885.69,94655.34,702,0,0.617,1,24,1,1,0
28,72307.48,10000.0,494,7,0.068,3,60,0,1,1
48,132901.73,79011.84,622,21,0.327,2,60,0,1,0
28,51940.3,45228.51,674,6,0.794,1,60,1,1,1
57,240077.92,75784.9,695,26,0.144,0,60,1,1,0
55,155879.24,152600.62,648,34,0.619,0,48,0,1,0
60,145452.53,66904.0,629,39,0.242,1,24,1,0,0
57,50000.0,66499.63,732,33,0.743,2,24,0,1,0
30,76371.29,32941.07,684,7,0.247,0,36,0,1,0
29,203863.37,76687.73,605,3,0.19,0,48,1,0,0
34,706485.97,379358.74,663,10,0.434,2,24,1,1,0
39,186765.97,183327.02,693,14,0.822,0,60,1,1,0
56,173967.63,170955.51,806,29,0.662,2,48,0,1,0
50,138169.77,120153.75,727,23,0.774,1,24,0,1,0
46,74505.35,135293.6,763,14,0.784,2,60,0,1,0
56,170728.24,147339.18,608,30,0.564,1,36,0,1,0
46,66466.72,90088.85,615,19,0.95,4,48,0,0,1
36,63274.44,48245.11,640,7,0.551,3,36,0,0,1
37,61507.34,125511.14,648,14,0.95,1,36,0,0,1
41,169240.35,140209.42,574,12,0.586,2,12,1,1,1
24,106315.21,64872.61,768,0,0.565,3,36,0,1,0
50,114163.41,130445.23,735,26,0.468,1,48,0,0,0
47,108344.17,72132.14,634,24,0.25,2,60,0,0,0
50,65737.68,42956.33,715,25,0.368,2,60,0,1,0
42,80673.96,55201.87,679,18,0.585,0,12,0,1,0
52,82521.01,58605.3,721,24,0.27,2,60,1,0,0
58,57966.92,119173.64,546,27,0.95,4,24,0,1,1
43,86951.47,56637.52,648,15,0.613,1,12,0,1,0
38,67064.63,122492.06,655,16,0.95,3,48,0,1,0
25,141485.71,86970.67,713,1,0.36,4,60,0,1,0
52,146889.66,66799.81,607,23,0.18,1,60,0,1,0
57,60953.25,67888.86,448,33,0.895,4,60,0,0,1
48,95465.07,86708.45,568,20,0.822,3,24,0,0,1
55,251507.21,166724.04,655,26,0.527,6,24,0,1,0
55,70168.64,63522.61,665,31,0.38,1,12,1,0,0
52,132188.87,43306.7,803,24,0.219,0,36,0,0,0
41,114403.26,56363.2,710,16,0.291,4,36,0,1,0
24,178402.84,78822.54,667,2,0.394,1,12,1,1,0
21,124611.99,38971.52,657,0,0.253,0,36,0,0,0
29,89851.81,97007.41,754,3,0.897,2,36,0,1,0
38,112425.25,96714.63,610,17,0.515,2,48,0,0,0
50,113166.61,150477.99,648,19,0.485,0,36,0,1,0
39,104687.73,71087.51,567,12,0.547,0,24,0,1,0
21,60258.56,21276.82,781,0,0.258,1,48,0,1,0
29,190878.02,137382.79,693,0,0.313,1,48,1,0,0
60,176291.67,104626.85,600,29,0.477,2,24,0,1,0
60,68194.21,47895.18,650,39,0.309,1,12,0,1,0
36,95289.36,103040.41,703,14,0.858,3,60,0,1,1
53,98588.65,118840.0,639,28,0.938,1,48,0,1,0
49,64832.77,97639.82,615,22,0.534,1,24,0,0,0
58,50000.0,48829.77,604,29,0.796,1,36,0,1,0
56,80678.98,72902.87,689,30,0.537,1,36,0,0,0
46,92931.59,82358.94,630,18,0.58,3,24,0,0,1
36,57036.4,56376.99,621,15,0.918,2,24,0,0,1
46,118141.7,154066.94,546,18,0.95,4,60,0,1,1
33,184109.38,114002.52,667,2,0.359,2,36,0,1,0
34,159364.97,74950.44,645,7,0.365,1,24,1,1,0
45,103052.25,107276.4,633,19,0.685,4,48,1,1,1
43,50000.0,21579.45,677,19,0.364,1,36,1,0,0
44,150552.34,97590.43,724,12,0.351,2,48,0,0,0
36,116526.79,126807.09,720,15,0.688,4,24,1,0,0
37,132052.92,102193.97,707,13,0.323,2,12,0,0,0
21,260731.46,122168.27,640,0,0.425,0,24,1,1,1
45,75269.84,51639.76,612,14,0.611,1,60,0,0,0
44,50000.0,64222.66,571,18,0.662,2,48,0,1,1
58,67910.47,48734.43,610,26,0.502,1,60,0,1,0
41,135770.37,106159.68,662,13,0.451,2,12,0,1,0
39,110427.74,54737.98,593,12,0.22,2,48,0,0,1
23,63130.78,58725.33,668,0,0.351,2,36,0,1,0
28,57591.32,48625.2,578,5,0.712,4,48,1,1,1
34,93006.62,113886.32,519,7,0.641,2,36,0,1,1
36,62271.39,54006.66,730,7,0.572,3,48,0,0,0
35,137900.13,103945.49,620,3,0.672,3,12,0,0,1
36,90658.76,174560.99,589,9,0.697,5,12,1,1,1
51,82272.89,129739.37,567,19,0.95,5,48,1,1,1
26,77557.56,68269.9,696,0,0.813,4,24,0,1,1
34,122811.41,74881.93,777,7,0.509,1,12,0,0,0
27,111209.84,88426.13,626,1,0.383,1,60,0,0,0
33,119477.19,81010.89,642,11,0.319,0,24,0,1,0
48,118309.37,72028.44,751,24,0.492,2,36,1,1,0
22,105610.39,63622.87,506,0,0.24,1,60,0,0,1
34,68534.41,72926.19,827,12,0.755,0,48,1,1,0
21,78537.3,103870.31,850,0,0.649,1,12,0,0,0
59,91344.77,102335.6,430,30,0.95,2,36,1,0,1
50,276326.35,120844.71,652,27,0.253,0,36,1,0,0
30,59457.89,118517.86,599,0,0.95,3,36,0,0,1
28,90351.29,59148.94,637,0,0.541,3,48,0,0,1
24,114030.38,136293.75,624,3,0.482,1,60,0,0,0
39,95177.63,46655.09,729,16,0.348,1,24,1,0,0
51,176890.52,95065.47,650,22,0.499,1,24,1,1,0
44,94956.67,143191.71,583,13,0.95,2,48,1,1,1
56,98170.04,66036.38,645,24,0.268,3,36,0,1,0
34,157405.86,152365.6,704,3,0.866,1,48,0,1,0
32,246426.79,182803.07,559,11,0.317,1,24,1,1,0
40,205535.55,158171.37,520,11,0.44,3,12,1,1,0
29,102591.03,80095.38,829,7,0.358,2,48,1,0,0
60,106693.83,88433.05,605,39,0.649,1,60,0,1,1
28,111415.71,47548.87,648,0,0.217,3,12,0,1,0
40,116558.64,10000.0,626,14,0.05,0,60,0,0,0
41,74510.35,91207.59,707,13,0.732,0,36,1,1,1
23,166286.45,93413.4,811,0,0.293,1,12,0,1,0
39,119727.56,151151.38,709,18,0.95,0,36,1,0,0
39,106917.71,41520.34,531,12,0.259,2,24,0,0,1
31,61573.36,66329.96,542,0,0.736,2,48,0,0,1
26,112198.94,149525.37,626,0,0.596,3,24,0,0,1
22,50000.0,58202.3,637,0,0.95,2,36,1,0,1
21,83973.6,38658.71,514,0,0.257,1,24,0,0,1
40,84677.57,69136.81,730,9,0.471,0,60,1,0,0
24,124137.84,80501.7,568,3,0.321,2,60,1,1,0
59,254214.2,137937.0,787,28,0.503,0,36,1,1,0
30,141118.94,59842.39,815,0,0.303,2,36,1,0,0
47,209353.8,117288.31,639,17,0.217,0,60,1,1,0
47,145851.68,57413.07,697,22,0.183,2,24,0,0,0
40,181003.94,131014.37,555,13,0.462,1,48,1,1,1
56,251628.06,139324.97,713,31,0.256,0,36,1,0,0
25,78485.83,84899.77,618,1,0.771,4,60,1,1,1
30,76214.19,22809.76,568,0,0.16,1,24,0,0,0
31,147408.79,171997.38,635,4,0.653,1,24,1,0,1
26,108917.36,87046.88,620,0,0.657,2,24,1,0,1
32,120470.38,81056.3,632,10,0.447,3,12,0,1,0
33,97548.01,62247.29,741,3,0.267,1,24,0,0,0
51,83423.35,56727.22,593,23,0.39,5,60,0,0,0
33,226238.29,207554.46,807,1,0.814,2,24,1,0,0
56,66507.0,61570.33,547,34,0.794,3,12,0,1,1
51,148579.66,63798.05,797,24,0.346,0,24,1,0,0
57,138123.39,104429.5,574,30,0.647,2,36,1,0,0
25,53607.49,22150.08,660,0,0.167,0,36,0,0,0
60,75067.94,30137.37,618,39,0.17,2,12,1,1,0
45,80966.38,66782.83,631,19,0.298,2,48,0,0,0
60,140654.65,170323.38,728,36,0.515,4,60,1,0,0
35,92488.0,105285.54,787,7,0.95,0,24,1,0,0
59,104975.74,85298.7,761,36,0.303,1,48,1,1,0
44,56616.67,49597.95,626,18,0.551,3,36,0,0,0
23,310723.98,135873.14,676,0,0.218,1,36,1,1,0
37,112649.67,106320.19,594,16,0.802,1,60,0,1,1
26,136564.24,151390.7,576,0,0.922,3,60,0,1,1
58,85538.22,79980.94,563,29,0.757,0,36,0,1,0
33,81333.86,64644.14,623,12,0.459,1,36,0,1,1
29,257998.25,161597.6,681,8,0.567,2,24,1,1,0
43,50000.0,75000.8,497,12,0.95,3,36,0,0,1
38,123672.37,64419.9,656,14,0.386,3,48,1,0,0
24,63248.28,103001.89,789,0,0.95,2,12,0,1,0
53,90921.29,66567.42,755,27,0.404,1,60,1,1,0
54,81867.51,82827.14,610,29,0.801,2,48,1,1,0
50,70004.17,91866.63,541,26,0.95,2,12,0,0,1
45,110851.73,78551.73,699,17,0.382,2,60,1,1,0
37,50000.0,37119.18,463,15,0.387,1,48,0,1,1
42,94658.43,86918.04,754,17,0.467,1,24,0,1,0
41,104753.95,75193.09,642,16,0.675,3,36,1,0,1
27,59179.21,10000.0,816,5,0.114,0,60,1,1,0
24,215550.05,165766.87,513,0,0.716,4,60,1,1,1
31,83490.97,53393.75,738,4,0.461,1,24,1,0,0
39,98040.12,71660.95,651,10,0.385,4,48,0,0,1
27,83575.14,68821.23,632,5,0.578,2,60,1,1,0
25,105165.99,109208.08,544,0,0.46,5,60,0,0,1
55,196548.57,104369.6,711,24,0.329,1,12,1,1,0
35,331989.0,170111.08,717,6,0.315,0,36,1,1,0
44,152594.24,91144.88,812,12,0.416,3,60,0,1,0
41,178010.39,181890.48,746,15,0.595,2,12,1,1,0
50,236190.12,172519.67,610,20,0.455,1,36,0,1,0
50,122026.31,48188.08,575,21,0.346,1,36,1,1,0
32,221153.63,84482.48,544,5,0.175,2,36,1,0,0
54,155839.28,122068.98,785,31,0.708,4,48,1,0,0
35,116400.76,85512.41,594,8,0.495,4,12,0,1,0
54,127727.38,75143.66,786,23,0.428,2,48,0,0,0
37,50000.0,71306.86,705,5,0.588,1,24,0,1,1
25,124424.41,118662.41,688,0,0.417,1,60,0,1,0
51,54465.0,85856.22,634,28,0.95,1,36,0,0,1
22,52503.17,27278.18,716,0,0.463,1,12,1,1,0
51,118990.08,110498.7,659,30,0.614,1,60,1,0,0
22,66082.86,86527.72,629,0,0.59,1,48,0,1,1
29,108749.12,51870.04,719,2,0.395,3,36,0,1,0
45,116110.26,80760.02,648,13,0.626,2,24,1,0,0
58,118464.94,117491.35,592,34,0.746,0,36,1,0,1
37,72630.87,117119.75,711,11,0.741,0,60,0,0,1
25,163473.65,155523.1,655,1,0.568,2,24,1,1,0
30,104803.68,121709.77,702,4,0.95,6,60,0,1,1
56,133050.5,131723.07,621,35,0.46,2,24,0,0,0
50,63678.49,27247.03,557,22,0.194,2,48,0,0,1
25,100685.05,60514.64,807,0,0.463,2,36,0,1,0
36,178756.98,76185.72,791,12,0.288,0,12,0,1,0
31,168818.58,87339.33,735,7,0.245,0,60,0,0,0
28,76207.74,68087.51,627,0,0.643,3,24,0,0,1
54,85348.56,82105.91,634,31,0.877,4,60,0,1,1
45,69918.88,53613.9,777,24,0.662,2,12,0,0,0
28,81195.43,42914.33,630,7,0.187,1,24,0,1,0
47,58128.98,67741.25,606,16,0.95,1,60,0,1,0
37,102520.79,35404.72,819,12,0.251,1,48,1,1,0
23,145061.39,95220.34,656,1,0.335,2,24,0,1,0
38,76628.64,18856.13,810,7,0.1,1,36,1,0,0
28,104739.04,84914.49,541,6,0.756,3,24,0,0,1
30,98792.38,66594.11,704,5,0.248,2,60,0,1,0
56,175396.33,113007.11,836,35,0.297,1,12,0,1,0
49,82849.72,21045.04,663,20,0.191,2,36,1,1,0
26,84217.06,60203.02,638,0,0.575,0,12,0,0,1
55,74554.86,91611.99,561,25,0.627,0,48,1,1,0
43,65389.74,15974.37,752,19,0.194,0,60,0,0,0
55,138431.83,137952.52,595,31,0.806,2,60,1,0,1
50,102662.29,44250.06,652,18,0.358,0,36,0,0,0
34,111822.09,44920.28,555,4,0.322,3,24,0,0,1
42,193607.56,202310.94,792,21,0.386,2,24,0,1,0
42,198677.13,190387.33,758,13,0.848,1,60,0,1,0
49,52010.17,41836.77,657,19,0.553,0,12,1,1,0
30,146023.9,98403.0,562,3,0.41,2,48,0,1,1
34,120757.67,47767.86,791,6,0.144,0,36,1,1,0
30,88635.17,66432.77,629,9,0.528,2,60,0,0,0
32,126431.72,87275.35,566,11,0.309,0,36,0,0,1
27,50167.74,51325.56,510,6,0.694,1,36,0,1,0
22,210699.67,125793.87,605,0,0.277,0,60,1,1,0
58,137547.53,135255.97,536,26,0.75,4,60,0,0,1
23,73914.26,75880.23,607,0,0.414,1,36,0,0,0
56,83831.61,103962.9,723,26,0.881,1,48,0,0,1
21,50695.08,10000.0,628,0,0.145,1,48,0,0,1
52,94723.67,69863.11,690,20,0.433,2,36,0,0,0
34,87795.95,67879.9,599,11,0.696,2,12,1,1,1
41,60096.11,101956.44,666,10,0.95,1,48,0,0,0
32,154742.23,141674.16,823,11,0.733,0,48,0,1,0
40,193795.5,112703.78,630,19,0.359,0,12,0,1,0
39,107762.8,109836.27,693,18,0.841,4,24,1,0,0
42,95078.57,79929.51,527,12,0.747,0,48,1,1,0
36,132686.31,112443.22,789,12,0.507,2,24,0,1,0
42,108137.89,85402.83,619,16,0.735,4,48,1,0,0
54,67038.3,85291.0,749,28,0.562,1,48,0,0,0
38,81332.01,87250.59,650,8,0.92,1,36,1,1,1
35,95473.48,82202.77,712,10,0.573,1,24,0,0,0
26,121988.73,47385.63,717,5,0.168,0,36,0,1,0
35,109557.14,91272.35,622,10,0.604,4,36,0,1,1
26,119930.32,137324.58,753,2,0.491,1,36,1,1,0
28,54930.69,61690.97,595,0,0.95,5,48,0,0,1
59,147170.64,76233.63,726,29,0.435,2,60,0,0,0
24,109265.63,108728.46,627,2,0.739,1,12,0,1,1
40,344110.83,163369.62,690,10,0.233,2,48,0,1,0
54,91634.63,60185.95,621,33,0.609,2,24,0,1,0
59,126191.56,94469.29,664,31,0.645,1,60,1,0,1
26,389706.29,221294.01,569,1,0.442,3,12,1,0,1
27,119055.05,69961.71,681,3,0.334,2,36,1,1,1
35,105827.56,125293.51,664,9,0.758,4,36,0,0,1
43,69974.43,70457.15,614,19,0.557,2,24,0,1,1
59,217014.59,117131.48,655,29,0.464,3,60,1,1,0
29,64757.47,18028.62,671,0,0.149,0,12,0,0,0
27,132217.61,66719.05,608,0,0.249,4,24,1,1,1
31,88159.25,49425.85,649,5,0.268,2,48,0,0,0
55,100187.5,151964.29,575,28,0.896,5,36,0,1,1
22,57482.19,60409.09,850,0,0.761,0,24,0,1,0
36,199667.2,60289.7,750,6,0.256,2,24,1,1,0
25,96277.62,130182.69,683,0,0.95,1,24,0,0,0
27,63146.31,35565.25,760,1,0.224,0,60,1,1,0
57,191704.57,150732.95,492,32,0.297,2,36,0,1,1
21,86954.34,67664.63,443,0,0.442,5,24,0,1,1
33,126826.25,88015.1,626,6,0.58,4,36,0,0,1
57,159314.8,122270.52,543,28,0.686,2,60,1,1,1
45,135038.53,91604.77,640,19,0.306,1,60,1,0,0
23,50000.0,77355.58,677,0,0.807,4,12,1,1,0
39,149180.24,10050.11,738,9,0.06,0,48,0,1,0
59,104268.42,86355.67,563,33,0.576,2,24,0,1,0
37,94083.42,69468.26,694,6,0.439,1,24,0,1,0
42,103872.17,56334.9,661,19,0.269,1,60,1,1,0
42,52864.39,42668.12,690,10,0.337,2,60,0,0,1
47,118952.19,36241.0,616,23,0.126,2,12,1,1,0
28,59043.15,20021.42,778,1,0.256,2,60,0,1,0
54,95929.82,85747.71,651,30,0.699,4,48,1,0,0
60,117045.61,136916.71,811,34,0.666,2,48,0,1,0
26,176895.9,131777.2,593,1,0.532,2,48,0,1,0
53,75446.12,83538.31,723,24,0.491,1,36,0,0,0
53,209654.1,85572.72,655,32,0.148,1,60,0,1,0
50,167055.93,115994.91,632,19,0.285,2,24,1,0,0
35,89928.09,39551.09,714,4,0.182,0,36,0,0,0
39,66241.53,69566.1,635,12,0.95,3,24,1,1,1
54,56970.15,66241.38,434,27,0.572,4,60,0,1,1
27,123289.34,104695.49,400,0,0.366,1,12,0,0,1
54,78293.68,36987.21,768,31,0.391,2,36,0,1,0
57,187158.39,162440.19,765,28,0.495,1,48,1,1,1
48,80355.38,115292.26,820,25,0.68,1,24,0,1,0
34,72743.73,39500.92,659,5,0.262,2,24,0,1,0
43,121192.06,122478.84,550,19,0.438,1,24,0,0,1
23,80119.85,119592.11,624,0,0.594,1,48,0,0,1
58,109518.36,54515.24,661,28,0.377,3,24,0,1,0
34,170024.05,100700.06,574,11,0.364,2,36,1,1,1
23,115007.57,75788.41,800,0,0.289,3,36,1,1,0
52,115201.03,36252.94,850,26,0.26,1,60,0,1,0
47,119648.79,67059.69,701,23,0.203,2,48,1,1,0
45,50924.81,49997.39,659,17,0.597,0,24,0,0,0
23,130134.91,47418.67,550,0,0.155,1,60,0,1,1
51,117238.92,127423.86,791,30,0.399,1,60,1,0,0
46,163048.63,61191.21,666,14,0.255,1,48,0,1,0
52,143288.43,83364.82,635,21,0.258,0,36,1,1,0
54,99620.49,54344.01,701,27,0.213,1,12,0,1,0
29,173611.76,117490.89,610,1,0.431,4,48,0,1,1
29,95637.11,76528.09,672,4,0.685,2,36,0,0,0
57,121932.23,49552.09,537,35,0.261,0,24,0,1,1
42,94843.43,24436.57,752,15,0.102,1,12,0,0,0
38,134294.58,81494.72,651,8,0.323,1,24,0,1,0
32,92095.34,50949.08,758,9,0.342,0,36,0,0,0
46,228981.9,155334.4,643,17,0.352,0,12,1,1,0
51,270442.08,78699.03,648,22,0.161,1,48,1,1,0
21,161663.49,144634.79,557,0,0.582,4,48,0,1,1
43,218290.82,209902.36,725,18,0.88,3,24,1,1,0
60,54576.22,97561.91,586,35,0.95,2,12,0,0,0
32,57548.31,17761.69,619,7,0.146,6,24,0,0,0
32,94400.13,109969.76,660,1,0.95,4,36,1,0,1
56,111140.89,110406.56,670,25,0.583,3,48,1,0,0
23,99788.34,73869.18,515,0,0.621,3,48,0,1,1
36,52106.2,59462.41,640,4,0.822,3,60,1,1,1
39,183178.48,115670.57,728,12,0.478,2,60,0,1,0
52,287618.21,154626.15,628,27,0.305,3,24,1,0,0
26,194161.28,127626.76,641,5,0.511,2,48,0,1,1
38,177812.6,70166.22,674,10,0.272,1,36,0,0,0
27,120783.36,63475.84,649,0,0.379,1,36,1,1,0
52,74656.37,74317.9,572,20,0.675,1,24,0,0,1
46,112717.24,74348.63,657,17,0.253,1,36,0,0,0
40,281394.99,204650.39,744,19,0.461,2,48,1,0,0
36,93116.38,58962.4,571,9,0.241,0,48,0,1,1
27,88900.16,45323.6,628,0,0.23,1,24,1,0,0
57,179563.94,136982.91,543,31,0.485,3,12,0,1,0
46,185008.81,137944.87,740,20,0.443,2,36,0,1,0
33,74491.79,61352.59,652,3,0.312,2,48,0,1,0
37,96986.97,64817.36,588,9,0.289,1,36,1,0,0
50,87041.69,118616.89,668,21,0.857,3,12,1,0,0
49,112573.34,71508.49,558,23,0.591,1,24,0,1,0
39,179271.91,78373.36,572,15,0.281,4,48,1,0,1
33,75977.13,53163.58,536,6,0.569,2,48,0,0,1
47,178144.3,168009.62,569,15,0.581,1,12,1,1,0
47,114204.17,93795.03,775,19,0.382,0,36,0,1,0
44,310763.19,233692.64,598,15,0.273,1,36,1,1,0
23,125929.05,177701.2,700,1,0.812,2,48,0,1,0
39,104441.94,95162.33,589,7,0.822,2,24,0,0,1
45,141297.32,60207.75,725,22,0.232,0,48,1,1,0
59,93740.37,92913.57,573,27,0.566,0,60,0,0,1
42,50000.0,82802.29,663,16,0.95,6,36,1,0,1
34,97906.23,108029.8,664,2,0.874,3,24,0,0,1
43,97213.79,45554.06,850,12,0.335,1,12,1,1,0
28,53287.5,88545.76,714,0,0.919,0,12,0,0,1
24,105570.49,102905.26,610,0,0.894,1,60,1,0,0
48,50000.0,46424.06,718,20,0.521,0,60,0,0,0
60,93296.78,98799.35,842,29,0.556,2,12,0,0,0
54,121736.99,21265.86,521,31,0.15,4,60,0,1,1
44,113965.18,53384.87,588,23,0.427,0,24,0,1,0
22,90673.35,40739.7,640,0,0.415,0,36,1,0,1
60,104978.55,136695.0,625,30,0.872,2,48,0,0,1
38,76662.73,55957.59,632,8,0.636,4,36,0,1,1
32,109630.12,83713.24,549,5,0.351,0,36,1,1,0
56,111987.09,80495.77,779,29,0.635,1,48,0,1,0
50,72757.52,10000.0,539,22,0.111,4,24,1,0,0
50,123064.59,100204.08,643,19,0.48,1,60,0,1,0
32,122719.15,34451.76,749,1,0.14,2,24,0,1,0
60,101235.58,40020.9,657,38,0.319,1,12,0,1,0
39,324315.2,78752.98,577,11,0.148,0,60,1,1,0
42,102404.29,99532.59,545,17,0.911,2,36,1,1,1
51,96215.39,114440.11,640,21,0.95,0,36,1,0,0
47,90212.48,34139.0,596,20,0.312,4,24,0,0,0
27,70479.51,58330.37,677,0,0.455,0,12,0,1,0
33,148546.57,106904.46,541,7,0.559,1,24,1,1,1
35,80112.64,28680.5,729,6,0.288,1,36,0,1,0
58,84492.95,32689.49,670,36,0.23,2,36,0,1,0
